query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",3+-hop,adaptive,local,none,0,6688,1539,203,1742,SEC-010;AUTO-006,AUTO-001;AUTO-006;AUTO-005;AUTO-025;BIT-001;SEC-016;FCC-001;AUTO-009;AUTO-007;AUTO-008;AUTO-020;AUTO-022;CDL-030;DLNK-009;EMS-006,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,0.0,2,4,4,3+-hop,True
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,vanilla,local,none,0,5095,593,181,774,GCS-022;FCC-007,CDL-027;CDL-001;DLNK-002;GCS-022;DLNK-C4,5,0,,,,,0.0,0.0,0.0,0.0,0.0,2,4,3,3+-hop,True
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,agentic,local,none,0,21267,4565,631,5196,GCS-022;FCC-007;CDL-027;CDL-022;DLNK-002;DLNK-021,CDL-027;GCS-022;LDG-011;GCS-002;GCS-001;DLNK-C4;DLNK-002;BIT-034;DLNK-021;CDL-022,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,6,4,3,3+-hop,True
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,graphrag,local,none,0,7928,1453,280,1733,GCS-022;FCC-007;GCS-031;CDL-002;CDL-027,CDL-027;CDL-001;DLNK-002;GCS-022;DLNK-C4;GCS-001;BIT-034;GCS-002;CDL-002;COMM-001;COMM-002;FCC-002;FCC-007;GCS-031;HMI-002,15,0,,,,,0.0,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,agentic-graph,local,none,0,27097,8127,843,8970,GCS-022;FCC-007;FCC-005;DLNK-021;CDL-027,CDL-027;LDG-011;GCS-022;BIT-034;LDG-004;GCS-002;LDG-007;DLNK-021;DLNK-C4;GCS-001;FCC-007;AUTO-001;FCC-005,13,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,adaptive,local,none,0,20780,4610,627,5237,GCS-022;FCC-007;GCS-002;AUTO-033;CDL-030;CDL-027,CDL-027;GCS-022;GCS-002;AUTO-033;DLNK-C4;LDG-011;LDG-004;LDG-007;BIT-034;ALX2-GPS-001,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,6,4,3,3+-hop,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,vanilla,local,none,0,6722,684,267,951,FCC-055;FCC-036;PWR-003,PWR-003;PWR-001;ENG-003;FCC-055;SEC-003,5,0,,,,,0.0,0.0,0.0,0.0,0.0,3,4,4,3+-hop,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,agentic,local,none,0,20627,4740,673,5413,EPS-024;EPS-008;EPS-021;EPS-004;EPS-005;EPS-006;EPS-011,EPS-024;EPS-021;EPS-001;EPS-025;EPS-003;EPS-022;EPS-020;EPS-002;EPS-004;EPS-008,10,3,continue,semantic,,,0.2857,0.5,0.3636,0.25,0.1,7,4,4,3+-hop,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,graphrag,local,none,0,8079,1693,296,1989,FCC-055;FCC-036;PWR-018,PWR-003;PWR-001;ENG-003;FCC-055;SEC-003;PWR-019;APM-003;APM-001;EPS-002;FCC-011;FCC-036;PWR-002;SEC-017;SEC-019;APM-002,15,0,,,,,0.0,0.0,0.0,0.0,0.0,3,4,4,3+-hop,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,agentic-graph,local,none,0,27266,8216,906,9122,EPS-024;EPS-005;EPS-006;EPS-011;EPS-008;EPS-003;EPS-021;EPS-002;PWR-032;EPS-01,EPS-024;EPS-021;EPS-001;EPS-025;EPS-003;EPS-022;EPS-020;EPS-002;EPS-004;EPS-008;EPS-005;EPS-006;EPS-011;APM-023;AUTO-022,15,3,continue,semantic,,,0.2,0.5,0.2857,0.75,0.2,10,4,4,3+-hop,True
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,adaptive,local,none,0,7892,1693,264,1957,FCC-055;FCC-036;PWR-018,PWR-003;PWR-001;ENG-003;FCC-055;SEC-003;PWR-019;APM-003;APM-001;EPS-002;FCC-011;FCC-036;PWR-002;SEC-017;SEC-019;APM-002,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,0.0,3,4,4,3+-hop,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,vanilla,local,none,0,9570,495,470,965,GCS-018;FDR-002;AUTO-025;ENG-022;FDR-001,FDR-001;FDR-002;LDG-020;AUTO-025;ENG-022,5,0,,,,,0.0,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,agentic,local,none,0,31253,6406,1115,7521,EPS-020;EPS-024;EPS-015,ADS-004;ADS-018;ADS-016;ADS-023;ADS-008;EPS-020;EPS-003;EPS-022;EPS-015;EPS-024;ICE-001;ICE-020;ICE-003;ICE-012;ICE-009,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,4,3,3+-hop,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,graphrag,local,none,0,8898,1397,380,1777,GCS-018;FDR-002;FDR-001,FDR-001;FDR-002;LDG-020;AUTO-025;ENG-022;FCC-038;AUTO-011;SEC-012;ALX2-FCC-004;AUTO-028;BIT-002;ENG-021;FCC-013;FCC-014;FCC-021,15,0,,,,,0.0,0.0,0.0,0.0,0.0,3,4,3,3+-hop,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,agentic-graph,local,none,0,20900,5472,720,6192,GCS-018;FDR-002;EMS-010;FCC-009;FDR-016,FCC-038;FDR-016;FDR-001;FCC-037;INS-039;FDR-002;AUTO-020;FCC-009,8,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,adaptive,local,none,0,25703,5879,618,6497,EPS-020;EPS-015;EPS-022;EPS-024,ADS-004;ADS-018;ADS-016;ADS-023;ADS-008;EPS-020;EPS-003;EPS-022;EPS-015;EPS-024;ICE-001;ICE-020;ICE-003;ICE-012;ICE-009,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,4,4,3,3+-hop,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,vanilla,local,none,0,6030,579,192,771,EMS-023;STR7-FCC-006;EMS-035;FCC-001,EMS-001;FCC-001;EMS-023;EMS-035;EMS-017,5,0,,,,,0.0,0.0,0.0,0.0,0.0,4,5,4,3+-hop,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,agentic,local,none,0,19688,4484,700,5184,BIT-040;EMS-032;FCC-050;FCC-011;EMS-030;EMS-023;STR7-FCC-006,BIT-001;FCC-001;FCC-C5;EMS-023;EMS-001;EMS-030;BIT-C4;EMS-035;EMS-032;BIT-003,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,7,5,4,3+-hop,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,graphrag,local,none,0,5421,1395,179,1574,BIT-002;FCC-006;EMS-004,EMS-001;FCC-001;EMS-023;EMS-035;EMS-017;EMS-C4;STR7-FCC-006;BIT-001;BIT-002;EMS-026;EMS-030;FCC-006;FCC-009;FMS-018;FUEL-014,15,0,,,,,0.0,0.0,0.0,0.0,0.0,3,5,4,3+-hop,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,agentic-graph,local,none,0,23144,6138,732,6870,EMS-030;STR7-FCC-006;EMS-023;EMS-026;FCC-038;FCC-C5,FCC-001;FCC-C5;STR7-FCC-006;FCC-030;FCC-038;EMS-023;EMS-026;EMS-030,8,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,6,5,4,3+-hop,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,adaptive,local,none,0,5950,1395,181,1576,FCC-006;BIT-005;EMS-004;BIT-002,EMS-001;FCC-001;EMS-023;EMS-035;EMS-017;EMS-C4;STR7-FCC-006;BIT-001;BIT-002;EMS-026;EMS-030;FCC-006;FCC-009;FMS-018;FUEL-014,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,0.0,4,5,4,3+-hop,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,vanilla,local,none,0,7390,605,349,954,FCC-001;FDR-002;FDR-001,FDR-001;FCC-001;FDR-002;EMS-001;FUEL-001,5,0,,,,,0.0,0.0,0.0,0.0,0.0,3,4,3,3+-hop,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,agentic,local,none,0,23602,9209,813,10022,FCC-050;FDR-016;FDR-004;FCC-051;FDR-018,FDR-001;FDR-002;FCC-001;FDR-016;FCC-C5;FUEL-001;EMS-001;FCC-038;FDR-018;HMI-003;FDR-032;FDR-040;FDR-004;FDR-045;FDR-070;FDR-012;FDR-050;FCC-051;FCC-050;FCC-037;FCC-052;FCC-049;FCC-012;FCC-055,24,3,continue,semantic,,,0.4,0.5,0.4444,0.75,0.125,5,4,3,3+-hop,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,graphrag,local,none,0,9373,1789,400,2189,FDR-016;FDR-002;BIT-002;BIT-036;FCC-038,FDR-001;FCC-001;FDR-002;EMS-001;FUEL-001;ENG-001;FCC-038;FDR-016;ADS-020;ALX2-FCC-004;AUTO-025;AUTO-028;AUTO-031;BIT-002;BIT-036,15,0,,,,,0.4,0.5,0.4444,0.5,0.1333,5,4,3,3+-hop,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,agentic-graph,local,none,0,27667,12433,1036,13469,FDR-018;INS-015;FDR-004;FDR-016,FDR-001;FDR-016;FDR-002;FCC-038;FDR-018;SEC-018;FCC-052;HMI-037;FCC-001;FMS-039;AUTO-025;AUTO-028;ENG-021;FCC-021;FCC-025;FCC-026;FCC-028;FCC-029;ALX2-FCC-004;INS-015;ADS-020;AUTO-031;BIT-036;CDL-029;EMS-031;ENG-020;FDR-004;FDR-070;FMS-021;FUEL-010;INS-020;NAV-029;PWR-026,33,3,continue,semantic,,,0.5,0.5,0.5,1.0,0.1212,4,4,3,3+-hop,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,adaptive,local,none,0,10135,1789,339,2128,FDR-016;BIT-036;FDR-002;FCC-001,FDR-001;FCC-001;FDR-002;EMS-001;FUEL-001;ENG-001;FCC-038;FDR-016;ADS-020;ALX2-FCC-004;AUTO-025;AUTO-028;AUTO-031;BIT-002;BIT-036,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.25,0.25,0.25,0.5,0.1333,4,4,3,3+-hop,True
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,vanilla,local,none,0,8009,602,412,1014,TCS-001;TCS-013;TCS-015;PWR-001,TCS-015;TCS-001;TCS-013;ENG-003;PWR-001,5,0,,,,,0.0,0.0,0.0,0.0,0.0,4,4,4,3+-hop,False
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,agentic,local,none,0,20421,4673,717,5390,TCS-002;TCS-004;TCS-013;TCS-014;TCS-001;PWR-001,PWR-001;TCS-004;TCS-001;TCS-014;TCS-002;TCS-013;TCS-015;TCS-022;STR-010;FMS-004,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,6,4,4,3+-hop,False
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,graphrag,local,none,0,14332,1626,721,2347,TCS-002;TCS-013;TCS-015;ENG-029;PWR-001;EPS-002,TCS-015;TCS-001;TCS-013;ENG-003;PWR-001;TCS-002;SEC-003;FUEL-003;ENG-029;EPS-002;FCC-011;ICE-001;SEC-017;SEC-019;APM-001,15,0,,,,,0.0,0.0,0.0,0.0,0.0,6,4,4,3+-hop,False
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,agentic-graph,local,none,0,30298,5965,1101,7066,EPS-001;EPS-020;EPS-022;EPS-021,EPS-001;EPS-020;EPS-003;EPS-022;EPS-021,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,4,4,3+-hop,False
How does the thermal control architecture referenced by the initial avionics power requirement ultimately constrain the downstream avionics power requirement reached at the end of the trace chain?,3+-hop,adaptive,local,none,0,10005,1626,418,2044,TCS-002;TCS-013;TCS-015;ENG-029;TCS-001;PWR-001,TCS-015;TCS-001;TCS-013;ENG-003;PWR-001;TCS-002;SEC-003;FUEL-003;ENG-029;EPS-002;FCC-011;ICE-001;SEC-017;SEC-019;APM-001,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,0.0,6,4,4,3+-hop,False
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,vanilla,local,none,0,13777,651,828,1479,PLD-020;CDL-031;CDL-034;CDL-027;CDL-011;COMM-024,CDL-027;COMM-024;CDL-011;CDL-034;CDL-031,5,0,,,,,0.0,0.0,0.0,0.0,0.0,6,5,4,3+-hop,True
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,agentic,local,none,0,34184,6518,1279,7797,CDL-030;ICE-019;CDL-035;FCC-040;FCC-046;GCS-030;NBC3-FCC-001;PLD-030;NBC3-FCC-003,ICE-019;ICE-012;ICE-017;ICE-020;ICE-001;ADS-017;ADS-022;ADS-023;ADS-002;ADS-001;NBC3-FCC-001;NBC3-FCC-003;FCC-046;FCC-038;FCC-040,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,9,5,4,3+-hop,True
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,graphrag,local,none,0,17701,1789,1168,2957,CDL-031;CDL-030;CDL-035;CDL-027;CDL-034;GCS-031;CDL-037;COMM-024;CDL-011;CDL-020;CDL-015;SEC-028,CDL-027;COMM-024;CDL-011;CDL-034;CDL-031;GCS-031;CDL-030;SEC-028;AUTO-006;AUTO-033;CDL-001;CDL-015;CDL-020;CDL-035;CDL-037,15,0,,,,,0.0,0.0,0.0,0.0,0.0,12,5,4,3+-hop,True
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,agentic-graph,local,none,0,43043,8434,2067,10501,CDL-030;ICE-019;CDL-035;FCC-040;GCS-030;NBC3-FCC-001;PLD-030;NBC3-FCC-003,ICE-019;ICE-017;ICE-012;ICE-020;ICE-001;ADS-017;ADS-022;ADS-023;ADS-001;ADS-016;NBC3-FCC-001;NBC3-FCC-003;FCC-038;FCC-040;FCC-050,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,8,5,4,3+-hop,True
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,adaptive,local,none,0,29983,6507,1106,7613,CDL-030;ICE-019;CDL-035;FCC-040;FCC-046;GCS-030;NBC3-FCC-001;PLD-030;NBC3-FCC-003,ICE-019;ICE-012;ICE-017;ICE-020;ICE-001;ADS-017;ADS-022;ADS-023;ADS-002;ADS-001;NBC3-FCC-001;NBC3-FCC-003;FCC-046;FCC-038;FCC-040,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",0.0,0.0,0.0,0.0,0.0,9,5,4,3+-hop,True
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,vanilla,local,none,0,7830,789,274,1063,CDL-011;FCC-038,AUTO-004;SEC-003;CDL-011;CDL-004;FCC-038,5,0,,,,,0.0,0.0,0.0,0.0,0.0,2,5,4,3+-hop,True
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,agentic,local,none,0,21628,4869,702,5571,CDL-011;LDG-020;FCC-044;FCC-007,FCC-001;FCC-038;FCC-C5;FCC-037;FCC-007;CDL-011;ENG-016;LDG-020;AUTO-004;ENG-014,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,5,4,3+-hop,True
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,graphrag,local,none,0,9830,1622,459,2081,CDL-011;CDL-038;CDL-030;FCC-038;ENG-021,AUTO-004;SEC-003;CDL-011;CDL-004;FCC-038;DLNK-003;CDL-038;ENG-003;ALX2-FCC-004;AUTO-025;AUTO-028;COMM-006;ENG-021;FCC-011;FCC-021,15,0,,,,,0.2,0.2,0.2,0.0,0.0,5,5,4,3+-hop,True
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,agentic-graph,local,none,0,30873,8751,1053,9804,GCS-022;FCC-007;FCC-038;CDL-001;CDL-038,FCC-038;AUTO-004;FCC-C5;FCC-001;FCC-037;SEC-003;FMS-004;FMS-039;ENG-003;CDL-038;CDL-004;ALX2-CDL-001;CDL-001;CDL-022;CDL-024;FCC-007,16,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,5,4,3+-hop,True
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,adaptive,local,none,0,10494,1622,427,2049,CDL-011;CDL-038;CDL-030;ENG-021;FCC-038;AUTO-025,AUTO-004;SEC-003;CDL-011;CDL-004;FCC-038;DLNK-003;CDL-038;ENG-003;ALX2-FCC-004;AUTO-025;AUTO-028;COMM-006;ENG-021;FCC-011;FCC-021,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1667,0.2,0.1818,0.0,0.0,6,5,4,3+-hop,True
"How does the GPS requirement trace through inertial navigation to the downstream GPS dependency and back into INS, and what end-to-end dependency does that establish?",3+-hop,vanilla,local,none,0,7812,647,348,995,INS-002;GPS-013;INS-011;GPS-020;INS-030;INS-013,INS-002;INS-030;INS-013;INS-001;INS-011,5,0,,,,,0.0,0.0,0.0,0.0,0.0,6,3,3,3+-hop,True
"How does the GPS requirement trace through inertial navigation to the downstream GPS dependency and back into INS, and what end-to-end dependency does that establish?",3+-hop,agentic,local,none,0,31530,6755,1120,7875,GPS-008;NAV-005;NAV-007;NAV-011;NAV-008;NAV-015;INS-013;INS-019,GPS-003;GPS-C4;GPS-008;GPS-001;GPS-029;NAV-015;NAV-008;NAV-007;NAV-016;NAV-005;ICE-001;ICE-011;ICE-019;ICE-012;ICE-003;NAV-011,16,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,8,3,3,3+-hop,True
