query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",graphrag,2,3+-hop,2026-08-21,False,"The answer falsely concludes that King of Chinatown has the director who died earlier, which contradicts the contexts showing Irving Pichel (director of A Medal for Benny) died in 1954 before Nick Gri",2598,2026-08-20,False,"The answer incorrectly states that King of Chinatown has the director who died earlier, but the contexts support that A Medal for Benny's director (Irving Pichel, died 1954) died earlier than King of ",2088
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",graphrag,2,1-hop,2026-08-21,True,All facts and release dates are directly supported by the retrieved contexts.,2496,2026-08-20,True,All release years and film titles are supported by the retrieved contexts.,2148
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",graphrag,2,1-hop,2026-08-21,False,"The answer incorrectly claims Sebastián Borensztein was born earlier, contradicting the birth dates provided in the context.",3081,2026-08-20,False,"The claim that Sebastián Borensztein was born earlier is contradicted by the context, which states Ela Gandhi was born earlier (1940 vs 1963).",2427
Was Dudley Russell or Juan René Serrano born first?,graphrag,2,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Dudley Russell (1 December 1896) and Juan René Serrano (23 February 1984) using the provided contexts.,1342,2026-08-20,True,Both birthdates are directly supported by the retrieved contexts.,977
Are Bilthoven and Herveld both located in the same country?,graphrag,2,1-hop,2026-08-21,True,"All claims regarding Bilthoven, Herveld, their respective Dutch provinces, and the associated citations are directly supported by the context.",2289,2026-08-20,True,Both villages are identified as being in Dutch provinces and references to the Netherlands are present in the contexts.,1728
Who is the spouse of the director of film The Glass Boat?,graphrag,2,2-hop,2026-08-21,True,The answer accurately identifies Constantin J. David as the director of The Glass Boat and his spouse as Käthe von Nagy based on the provided contexts.,2587,2026-08-20,True,All claims about the director and his spouse are directly supported by the provided contexts.,2104
What is the place of birth of the director of film A Woman'S Face (1938 Film)?,graphrag,2,2-hop,2026-08-21,True,The answer accurately identifies Gustaf Molander as the director of the film and cites his birth place as given in the context.,2749,2026-08-20,True,Both the director's name and place of birth are supported by the retrieved contexts.,2259
Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,graphrag,2,3+-hop,2026-08-21,True,All facts stated in the answer are directly supported by the retrieved contexts.,2647,2026-08-20,True,Both Rob Reiner and Gilbert Cates are explicitly identified as American directors in the retrieved contexts.,2061
"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",graphrag,2,3+-hop,2026-08-21,True,All facts and inferences in the answer are directly supported by the retrieved contexts.,2396,2026-08-20,True,All information and dates cited about directors and their films are directly supported by the retrieved contexts.,1981
Who is Charlotte Of Schaumburg-Lippe's father?,graphrag,2,2-hop,2026-08-21,True,The answer accurately identifies Charlotte of Schaumburg-Lippe's father as Prince Wilhelm Karl August of Schaumburg-Lippe directly from context [2W-069-P07].,1603,2026-08-20,True,"The answer is directly supported by context 2W-069-P07, which states Charlotte was the daughter of Prince Wilhelm Karl August of Schaumburg-Lippe.",1218
"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?",graphrag,2,1-hop,2026-08-21,True,"The contexts confirm that A Girl's Folly was released in 1917 and The Original Latin Kings of Comedy in 2002, making the answer completely grounded.",1236,2026-08-20,True,"Both film release years are given in the contexts, supporting the answer.",885
"Who was born later, Borys Karnicki or Admir Velagić?",graphrag,2,1-hop,2026-08-21,True,The answer accurately states that Admir Velagić was born later based on the birth dates provided in the context.,1136,2026-08-20,True,Both birthdates are explicitly stated in the retrieved contexts.,749
Are Paula Arundell and Trent Grimsey both from the same country?,graphrag,2,1-hop,2026-08-21,True,Both Paula Arundell and Trent Grimsey are explicitly identified as Australian in the retrieved contexts.,1330,2026-08-20,True,Both Paula Arundell and Trent Grimsey are explicitly identified as Australian in the retrieved contexts.,1067
Where did Hal Steinbrenner's father die?,graphrag,2,2-hop,2026-08-21,True,The answer accurately identifies Hal Steinbrenner's father and his place of death based on the provided contexts.,1997,2026-08-20,True,The claim that George Steinbrenner died in his home in Tampa is directly stated in context [2W-073-P02].,1681
"Who is older, Oreste Scalzone or John Dugard?",graphrag,2,1-hop,2026-08-21,False,"The answer opens with the claim that Oreste Scalzone is older, which contradicts the retrieved context showing John Dugard was born earlier in 1936.",3022,2026-08-20,False,"The answer incorrectly states that Oreste Scalzone is older, contradicting the retrieved contexts which show John Dugard is older.",2407
"Which film has the director who was born first, The Millionaire'S Double or The Groundstar Conspiracy?",graphrag,2,3+-hop,2026-08-21,True,All facts and birth dates of the directors are fully supported by the retrieved contexts.,3075,2026-08-20,True,All factual claims about the directors and their birth dates are directly supported by the retrieved contexts.,2546
"Which film was released earlier, Navavadhu or The January Man?",graphrag,2,1-hop,2026-08-21,True,All claims regarding the release years of Navavadhu (1971) and The January Man (1989) are fully supported by the provided contexts.,3061,2026-08-20,True,Both release years are directly stated in the retrieved contexts.,2731
"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?",graphrag,2,2-hop,2026-08-21,True,The answer accurately identifies the prince's father and his place of death as Karlsruhe using the provided contexts.,1727,2026-08-20,True,The claim that Charles III William died in Karlsruhe is directly supported by [2W-077-P03].,1141
"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",graphrag,2,3+-hop,2026-08-21,True,"All facts including the films' directors, their birth dates, and the conclusion are fully supported by the provided contexts.",3605,2026-08-20,True,The answer accurately cites the directors and their birthdates as supported by the retrieved contexts.,2804
"Were both Pietro Salini and Domenico Ravenna, born in the same place?",graphrag,2,1-hop,2026-08-21,True,"All statements in the answer accurately reflect the provided contexts, correctly noting that Domenico Ravenna's birthplace is not mentioned.",1568,2026-08-20,True,The answer accurately states what is and is not found in the retrieved contexts without unsupported claims.,1114
"Which film has the director born earlier, Street Of No Return or Stage Door?",graphrag,2,3+-hop,2026-08-21,True,All factual claims and birth dates are fully supported by the referenced context passages.,2429,2026-08-20,True,All director names and birthdates are supported by the retrieved contexts.,1972
"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",graphrag,2,3+-hop,2026-08-21,True,All factual statements regarding the films' directors and their respective dates of death are fully supported by the provided contexts.,2255,2026-08-20,True,All factual claims about directors and their death dates are directly supported by the retrieved contexts.,1764
"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?",graphrag,2,1-hop,2026-08-21,True,All claims are accurately supported by the provided contexts.,1839,2026-08-20,True,Both foundation years and magazine details are supported in the retrieved contexts.,1555
"Which film has the director who died earlier, Here Is The Beauty or Whirl Of Youth?",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors of the respective films and their dates of death are directly supported by the retrieved contexts.,2535,2026-08-20,True,All claims and death dates for the directors are directly supported by the retrieved contexts.,2003
"Who is older, Artyom Novichonok or Lyubov Kiryukhina-Tsyoma?",graphrag,2,1-hop,2026-08-21,True,The birth dates of both individuals and the conclusion are fully supported by the retrieved contexts.,1708,2026-08-20,True,"Both birth dates are present in the retrieved contexts, supporting the comparison and conclusion.",1335
Who was born first out of Andrea Di Vito and Barbara Fairchild?,graphrag,2,1-hop,2026-08-21,True,All facts and dates regarding Barbara Fairchild and Andrea Di Vito are accurately supported by the retrieved contexts.,1206,2026-08-20,True,Both birth dates for Barbara Fairchild and Andrea Di Vito are explicitly stated in the retrieved contexts.,964
