query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",agentic,1,3+-hop,2026-08-20,True,"All claims regarding EPS-024, EPS-006, and ##PWR.PWR-032 are directly supported by the retrieved contexts.",1989
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",graphrag,1,3+-hop,2026-08-20,True,"All claims are accurately substantiated by requirements EPS-024, EPS-006, and EPS-011, and the response appropriately notes missing context references.",2547
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",agentic-graph,1,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved requirements and correctly notes the absence of the requested analysis trace and rationale.,1979
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",adaptive,1,3+-hop,2026-08-20,True,"All claims regarding the traceability between STR-021 and PWR-012, as well as the other requirement verification traces, are directly supported by the context.",2360
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",vanilla,1,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly identify the absence of energy-management requirements in the context.,1428
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",agentic,1,3+-hop,2026-08-20,True,"The answer accurately reflects only the provided requirements, correctly identifies the limits of the context, and does not hallucinate missing links.",2375
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",graphrag,1,3+-hop,2026-08-20,True,"All claims are strictly grounded in and supported by the retrieved contexts, accurately noting the missing energy management propagation chain.",2539
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",agentic-graph,1,3+-hop,2026-08-20,True,All statements and requirement citations are fully supported by the provided contexts.,2977
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",adaptive,1,3+-hop,2026-08-20,True,"The answer accurately summarizes the available context, correctly identifies missing requirements, and avoids making ungrounded claims.",2135
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,vanilla,1,3+-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not contain the necessary traceability links or EMS requirements to identify the specific built-in test function.,1149
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,agentic,1,3+-hop,2026-08-20,True,"The answer accurately reflects the contents of the retrieved contexts, correctly noting that no built-in test requirement tracing to EMS is present while accurately describing STR7-FCC-006.",2002
