query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",graphrag,0,2-hop,2026-08-16,True,"All claims about confirmation, diff display, and logging are directly supported by retrieved contexts HMI-037 and FMS-022.",1748
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",agentic-graph,0,2-hop,2026-08-16,True,The answer accurately states that the retrieved requirements do not address the question topic and does not add unsupported claims.,1159
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",adaptive,0,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, including the explicit two-step confirmation, diff display, and uplink logging with timestamp and operator ID.",1087
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",vanilla,0,2-hop,2026-08-16,True,All claims about powered loads and bus tie states during BATT_ONLY mode are directly supported by EPS-006 and EPS-024.,855
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",agentic,0,2-hop,2026-08-16,True,"All claims about loads retained (P1+P2), bus ties (non-essential open, battery-to-emergency-bus closed), and DC-TIE isolation under low SoC are directly supported by the retrieved contexts (EPS-006, E",1265
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",graphrag,0,2-hop,2026-08-16,True,"All claims regarding load retention, bus tie actions, and test verification are directly supported by the retrieved contexts.",1976
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",agentic-graph,0,2-hop,2026-08-16,True,All factual claims about loads and bus ties in BATT_ONLY are directly supported by EPS-006 and EPS-004.,850
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",adaptive,0,2-hop,2026-08-16,True,"All claims regarding loads remaining powered and bus tie state changes are directly supported by EPS-006, and the constraints on P3–P6 load reconnection are supported by EPS-015.",830
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",vanilla,0,2-hop,2026-08-16,True,"All claims about encryption, authentication, and key-rotation are directly supported in the retrieved contexts.",837
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",agentic,0,2-hop,2026-08-16,True,All claims about required encryption/authentication schemes and key-rotation rules are directly supported by the retrieved contexts.,1070
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",graphrag,0,2-hop,2026-08-16,True,"All claims about encryption, authentication, interface flow, and key rotation are explicitly supported by the cited retrieved contexts.",1880
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",agentic-graph,0,2-hop,2026-08-16,True,All encryption/authentication schemes and key-rotation rules are directly cited from the provided contexts.,819
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",adaptive,0,2-hop,2026-08-16,True,"All claims about encryption, authentication, and key rotation rules are directly supported by the retrieved contexts.",1100
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",vanilla,0,2-hop,2026-08-16,False,"The answer makes unsupported claims about the expectation for HIL recorder coverage, sample-loss tolerance, and a 60-minute check that are not present in the requirements contexts.",896
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",agentic,0,2-hop,2026-08-16,False,The answer introduces details about continuous HIL recorder capture and compliance demonstration not present in the retrieved contexts.,764
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",graphrag,0,2-hop,2026-08-16,True,"All factual claims regarding the autopilot mode parameter source, 2 Hz rate, and relevant requirements are directly supported by the retrieved contexts.",1779
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",agentic-graph,0,2-hop,2026-08-16,False,The answer adds claims about coverage checks and verification steps not explicitly present in the retrieved contexts.,1107
