query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,n_cited,n_gold,hop_count,stratum,is_cross_module
How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,1-hop,adaptive,azure,none,0,5115,523,276,799,FCC-015;FCC-014;FCC-013;FCC-025;AUTO-011,FCC-015;FCC-014;FCC-013;FCC-025;AUTO-011,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,vanilla,azure,none,0,7166,604,457,1061,FCC-045;PWR-008;PWR-005;STR-021;COMM-025,FCC-045;PWR-008;PWR-005;STR-021;COMM-025,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,agentic,azure,none,0,12138,2569,609,3178,FCC-045;EPS-014;EPS-006;EPS-012;EPS-002;EPS-010,EPS-014;EPS-012;EPS-006;EPS-010;EPS-002;FCC-045;FCC-001;FCC-007;FCC-038;FCC-029,10,0,sufficient,semantic,,,0.1667,0.5,0.25,0.5,6,2,1,1-hop,True
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,graphrag,azure,none,0,9980,1518,480,1998,FCC-045;PWR-008;PWR-005;STR-021;COMM-025;PWR-003;PWR-002;EPS-012;APM-001;APM-002;EPS-001;FCC-041;FCC-046;PWR-012;ADS-003,FCC-045;PWR-008;PWR-005;STR-021;COMM-025;PWR-003;PWR-002;EPS-012;APM-001;APM-002;EPS-001;FCC-041;FCC-046;PWR-012;ADS-003,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,agentic-graph,azure,none,0,20175,5204,779,5983,FCC-045;EPS-002;EPS-014;EPS-006;EPS-012,FCC-045;FCC-001;FCC-048;FCC-007;STR7-FCC-003;EPS-014;EPS-012;EPS-006;EPS-010;EPS-002,10,3,continue,semantic,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,True
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,1-hop,adaptive,azure,none,0,8203,1518,416,1934,FCC-045;PWR-008;PWR-005;STR-021;COMM-025;PWR-003;PWR-002;EPS-012;APM-001;APM-002;EPS-001;FCC-041;FCC-046;PWR-012;ADS-003,FCC-045;PWR-008;PWR-005;STR-021;COMM-025;PWR-003;PWR-002;EPS-012;APM-001;APM-002;EPS-001;FCC-041;FCC-046;PWR-012;ADS-003,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,vanilla,azure,none,0,4483,498,169,667,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-ADS-001;STR7-AUTO-001,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-ADS-001;STR7-AUTO-001,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,agentic,azure,none,0,15466,3580,539,4119,AUTO-029;AUTO-040;AUTO-002,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-AUTO-001;STR7-ADS-001,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,graphrag,azure,none,0,4460,1335,154,1489,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-ADS-001;STR7-AUTO-001;STR7-FCC-004;STR7-INS-003;STR7-AUTO-003;AUTO-005;FMS-029;RADAR-008;AUTO-007;AUTO-008;FMS-044;NAV-030,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-ADS-001;STR7-AUTO-001;STR7-FCC-004;STR7-INS-003;STR7-AUTO-003;AUTO-005;FMS-029;RADAR-008;AUTO-007;AUTO-008;FMS-044;NAV-030,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,agentic-graph,azure,none,0,14789,4117,475,4592,AUTO-029;AUTO-040;AUTO-002,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-AUTO-001;STR7-ADS-001,5,3,continue,semantic,,,0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,adaptive,azure,none,0,14389,3521,378,3899,AUTO-029;AUTO-040;AUTO-002,AUTO-040;STR7-AUTO-002;AUTO-029;STR7-AUTO-001;STR7-ADS-001,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.6667,1.0,0.8,1.0,3,2,1,1-hop,False
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,vanilla,azure,none,0,2790,608,120,728,FMS-006;SEC-020;FMS-010;SEC-028;INS-013,FMS-006;SEC-020;FMS-010;SEC-028;INS-013,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,agentic,azure,none,0,15685,3579,411,3990,NAV-005;NAV-007;NAV-008;NAV-009;NAV-035,NAV-005;NAV-009;NAV-007;NAV-035;NAV-008,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,5,2,1,1-hop,True
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,graphrag,azure,none,0,3892,1671,141,1812,FMS-006;SEC-020;FMS-010;SEC-028;INS-013;SEC-004;FMS-042;SEC-032;BIT-033;CDL-021;DLNK-014;EMS-005;EMS-021;EMS-033;FMS-033,FMS-006;SEC-020;FMS-010;SEC-028;INS-013;SEC-004;FMS-042;SEC-032;BIT-033;CDL-021;DLNK-014;EMS-005;EMS-021;EMS-033;FMS-033,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,agentic-graph,azure,none,0,15664,5829,442,6271,ICE-019,NAV-005;NAV-007;NAV-009;NAV-035;NAV-008;ICE-019;ICE-012;ICE-017;ICE-008;ICE-004,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,1,2,1,1-hop,True
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,adaptive,azure,none,0,125071,4644,412,5056,NAV-005;NAV-007;NAV-008;NAV-009;NAV-025;NAV-028;NAV-031;NAV-017,NAV-005;NAV-007;NAV-008;NAV-009;NAV-035;NAV-025;NAV-006;NAV-028;NAV-031;NAV-017,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.0,0.0,0.0,0.0,8,2,1,1-hop,True
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,vanilla,azure,none,0,5369,490,263,753,LGT-007;LDG-020;LDG-002;STR-035;LGT-006,LGT-007;LDG-020;LDG-002;STR-035;LGT-006,5,0,,,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,True
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,agentic,azure,none,0,19265,3790,807,4597,LDG-015;LGT-007;LDG-002;LDG-020;FCC-048,LDG-020;LGT-007;LDG-002;LDG-012;FCC-048,5,3,continue,semantic,,,0.4,1.0,0.5714,0.5,5,2,1,1-hop,True
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,graphrag,azure,none,0,7367,1196,429,1625,LGT-007;LDG-020;LDG-002;STR-035;LGT-006;STR-016;NBC3-LDG-001;FCC-048;FCC-044;LDG-011;LDG-015;BIT-031;FCC-008;FDR-055;FMS-035,LGT-007;LDG-020;LDG-002;STR-035;LGT-006;STR-016;NBC3-LDG-001;FCC-048;FCC-044;LDG-011;LDG-015;BIT-031;FCC-008;FDR-055;FMS-035,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,agentic-graph,azure,none,0,16084,4141,577,4718,LDG-015;LGT-007;FCC-048;LDG-020,LDG-020;LGT-007;LDG-002;FCC-048;LDG-012,5,3,continue,semantic,,,0.5,1.0,0.6667,0.5,4,2,1,1-hop,True
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,1-hop,adaptive,azure,none,0,19537,3609,828,4437,LDG-015;LGT-007;LDG-002;FCC-048;LDG-020,LDG-020;LGT-007;LDG-002;LDG-012;FCC-048,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",0.4,1.0,0.5714,0.5,5,2,1,1-hop,True
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,vanilla,azure,none,0,3084,474,143,617,NAV-021;INS-038;NAV-010;NAV-019;NAV-011,NAV-021;INS-038;NAV-010;NAV-019;NAV-011,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,True
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,agentic,azure,none,0,12799,3553,407,3960,NAV-021;INS-038,NAV-021;NAV-019;NAV-010;NAV-027;NAV-018,5,3,continue,semantic,,,1.0,1.0,1.0,0.5,2,2,1,1-hop,True
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,graphrag,azure,none,0,3485,1472,94,1566,NAV-021;INS-038;NAV-010;NAV-019;NAV-011;NAV-018;NAV-030;INS-012;ADS-002;ADS-020;FCC-016;FMS-007;GPS-020;GPS-030;INS-019,NAV-021;INS-038;NAV-010;NAV-019;NAV-011;NAV-018;NAV-030;INS-012;ADS-002;ADS-020;FCC-016;FMS-007;GPS-020;GPS-030;INS-019,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,True
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,agentic-graph,azure,none,0,16788,5741,514,6255,INS-038;GPS-020;NAV-021,NAV-021;NAV-019;NAV-010;NAV-020;NAV-011;ICE-008;ICE-019;ICE-012;ICE-001;ICE-007,10,3,continue,semantic,,,0.6667,1.0,0.8,0.5,3,2,1,1-hop,True
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,adaptive,azure,none,0,9258,3233,272,3505,INS-038;NAV-021,NAV-021;NAV-019;NAV-010;NAV-011;NAV-002;ICE-012;ICE-008;ICE-019;ICE-005;ICE-016;NAV-020;NAV-024,12,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",1.0,1.0,1.0,0.5,2,2,1,1-hop,True
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,vanilla,azure,none,0,5020,525,257,782,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035,5,0,,,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,False
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,agentic,azure,none,0,21996,5467,818,6285,NAV-001;NAV-006;FMS-012;INS-001,SKT1-NAV-001;NAV-035;NAV-006;NAV-005;STR7-NAV-001,5,3,continue,semantic,,,0.25,0.5,0.3333,1.0,4,2,1,1-hop,False
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,graphrag,azure,none,0,7652,1524,368,1892,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035;SKT1-INS-001;NAV-006;SKT1-INS-002;ADS-012;AUTO-005;FCC-004;FMS-012;GPS-009;INS-001;INS-003,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035;SKT1-INS-001;NAV-006;SKT1-INS-002;ADS-012;AUTO-005;FCC-004;FMS-012;GPS-009;INS-001;INS-003,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,agentic-graph,azure,none,0,25180,6880,1047,7927,NAV-006;INS-001;NAV-001,SKT1-NAV-001;SKT1-ADS-001;SKT1-AUTO-001;SKT1-FCC-003;SKT1-INS-002;NAV-006;SKT1-INS-001;SKT1-GPS-001;NAV-035;SKT1-FCC-002;INS-001,11,3,continue,semantic,,,0.3333,0.5,0.4,1.0,3,2,1,1-hop,False
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,1-hop,adaptive,azure,none,0,7679,1524,390,1914,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035;SKT1-INS-001;NAV-006;SKT1-INS-002;ADS-012;AUTO-005;FCC-004;FMS-012;GPS-009;INS-001;INS-003,SKT1-NAV-001;SKT1-AUTO-001;SKT1-GPS-001;SKT1-ADS-001;NAV-035;SKT1-INS-001;NAV-006;SKT1-INS-002;ADS-012;AUTO-005;FCC-004;FMS-012;GPS-009;INS-001;INS-003,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,vanilla,azure,none,0,2740,546,88,634,COMM-030;COMM-019;DLNK-023;SEC-008;SEC-032,COMM-030;COMM-019;DLNK-023;SEC-008;SEC-032,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,agentic,azure,none,0,9595,2731,257,2988,COMM-030;COMM-019,COMM-030;COMM-019;DLNK-023;SEC-008;SEC-032,5,1,sufficient,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,False
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,graphrag,azure,none,0,3512,1419,98,1517,COMM-030;COMM-019;DLNK-023;SEC-008;SEC-032;SEC-023;DLNK-024;FCC-011;CDL-013;CDL-021;DLNK-008;DLNK-014;EMS-030;FCC-031;FCC-040,COMM-030;COMM-019;DLNK-023;SEC-008;SEC-032;SEC-023;DLNK-024;FCC-011;CDL-013;CDL-021;DLNK-008;DLNK-014;EMS-030;FCC-031;FCC-040,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,agentic-graph,azure,none,0,9419,3235,275,3510,COMM-030;COMM-019,COMM-030;COMM-019;DLNK-023;SEC-008;EMS-035;SEC-010,6,0,sufficient,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,False
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,adaptive,azure,none,0,6775,1857,211,2068,COMM-030;COMM-019,COMM-030;COMM-019;DLNK-023;SEC-008;EMS-035,5,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",1.0,1.0,1.0,1.0,2,2,1,1-hop,False
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,vanilla,azure,none,0,3781,622,200,822,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001,5,0,,,,,0.4,1.0,0.5714,1.0,5,2,1,1-hop,False
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,agentic,azure,none,0,15159,4837,587,5424,FCC-052;FCC-013,FCC-013;FCC-014;FCC-052;FCC-053;NBC3-FCC-002;FCC-013;FCC-053;FCC-052;ENG-041;INS-053,7,3,continue,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,False
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,graphrag,azure,none,0,4710,1417,204,1621,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001;NBC3-FCC-002;FCC-053;CDL-038;ALX2-FCC-002;AUTO-002;AUTO-025;CDL-011;ENG-010;FCC-014;FCC-015,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001;NBC3-FCC-002;FCC-053;CDL-038;ALX2-FCC-002;AUTO-002;AUTO-025;CDL-011;ENG-010;FCC-014;FCC-015,15,0,,,,,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,agentic-graph,azure,none,0,17224,4987,740,5727,FCC-052;FCC-013,FCC-013;FCC-052;FCC-014;FCC-053;FCC-054;NBC3-FCC-002;FCC-056;NBC3-FCC-003,8,3,continue,semantic,,,1.0,1.0,1.0,1.0,2,2,1,1-hop,False
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,adaptive,azure,none,0,4295,1417,143,1560,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001;NBC3-FCC-002;CDL-038;FCC-053;ALX2-FCC-002;AUTO-002;AUTO-025;CDL-011;ENG-010;FCC-014;FCC-015,FCC-013;ENG-041;INS-053;FCC-052;ALX2-INS-001;NBC3-FCC-002;CDL-038;FCC-053;ALX2-FCC-002;AUTO-002;AUTO-025;CDL-011;ENG-010;FCC-014;FCC-015,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,1.0,0.2353,1.0,15,2,1,1-hop,False
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,vanilla,azure,none,0,2327,552,87,639,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053,5,0,,,,,0.2,0.5,0.2857,0.5,5,2,1,1-hop,True
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,agentic,azure,none,0,7684,2457,250,2707,FCC-003,NBC3-FCC-003;FCC-055;FCC-052;FCC-006;NBC3-FCC-002;STR7-FCC-003;STR7-FCC-006;ALX2-FCC-003;SKT1-FCC-004;FCC-013,10,0,sufficient,semantic,,,0.0,0.0,0.0,0.5,1,2,1,1-hop,True
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,graphrag,azure,none,0,3557,1329,128,1457,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053;FCC-055;STR7-FCC-006;FCC-052;ALX2-FCC-002;EMS-023;EMS-026;EMS-030;ENG-010;ENG-036;FCC-013,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053;FCC-055;STR7-FCC-006;FCC-052;ALX2-FCC-002;EMS-023;EMS-026;EMS-030;ENG-010;ENG-036;FCC-013,15,0,,,,,0.0667,0.5,0.1176,0.5,15,2,1,1-hop,True
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,agentic-graph,azure,none,0,14041,5115,396,5511,FCC-003,NBC3-FCC-003;FCC-055;FCC-052;STR7-FCC-003;NBC3-FCC-002;STR7-FCC-006;FCC-006;ALX2-FCC-003;SKT1-FCC-004;FCC-053,10,3,continue,semantic,,,0.0,0.0,0.0,0.5,1,2,1,1-hop,True
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,adaptive,azure,none,0,3719,1329,130,1459,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053;FCC-055;STR7-FCC-006;FCC-052;ALX2-FCC-002;EMS-023;EMS-026;EMS-030;ENG-010;ENG-036;FCC-013,NBC3-FCC-003;ENG-041;ENG-043;ALX2-INS-001;INS-053;FCC-055;STR7-FCC-006;FCC-052;ALX2-FCC-002;EMS-023;EMS-026;EMS-030;ENG-010;ENG-036;FCC-013,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0667,0.5,0.1176,0.5,15,2,1,1-hop,True
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,vanilla,azure,none,0,4181,568,206,774,FCC-044;SEC-015;FDR-055;FCC-011;SEC-003_1,FCC-044;SEC-015;FDR-055;FCC-011;SEC-003_1,5,0,,,,,0.4,0.6667,0.5,0.6667,5,3,2,2-hop,True
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,agentic,azure,none,0,16442,3793,585,4378,RJ-45;FCC-044;LDG-020;SEC-015,FCC-044;FCC-011;FCC-009;FCC-019;FCC-018,5,3,continue,semantic,,,0.5,0.6667,0.5714,0.3333,4,3,2,2-hop,True
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,graphrag,azure,none,0,5970,1213,300,1513,FCC-044;SEC-015;FDR-055;FCC-011;SEC-003_1;EMS-030;FMS-035;LDG-020;APM-029;BIT-020;BIT-031;GCS-008;GPS-029;INS-045;PWR-027,FCC-044;SEC-015;FDR-055;FCC-011;SEC-003_1;EMS-030;FMS-035;LDG-020;APM-029;BIT-020;BIT-031;GCS-008;GPS-029;INS-045;PWR-027,15,0,,,,,0.2,1.0,0.3333,1.0,15,3,2,2-hop,True
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",2-hop,agentic-graph,azure,none,0,17506,4313,549,4862,LDG-020;FCC-044;SEC-015,FCC-044;FCC-011;FCC-009;FCC-019;FCC-031,5,3,continue,semantic,,,0.6667,0.6667,0.6667,0.3333,3,3,2,2-hop,True
